ls_states,ground_truth,observed_nb
"[6, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",20,4
"[6, 49, 56, 409, 225, 223, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",4,1
"[6, 49, 56, 408, 61, 375, 390, 477, 122]",20,7
"[6, 49, 56, 409, 225, 223, 390, 477, 122]",4,1
"[6, 49, 56, 409, 225, 224, 208, 307]",36,9
"[8, 490, 253, 250, 37, 262, 235]",120,31
"[6, 49, 57, 480, 253, 250, 37, 262, 235]",56,16
"[8, 490, 254, 60, 346, 378, 182, 177]",76,25
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 338]",75,20
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 99, 142]",81,27
"[6, 49, 57, 480, 254, 60, 346, 378, 182, 177]",34,11
"[8, 490, 254, 60, 346, 378, 182, 178]",40,9
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 337, 70, 318]",5,4
"[6, 49, 57, 480, 254, 60, 346, 378, 182, 178]",14,3
"[8, 488, 320, 495, 12, 371, 43, 241]",44,11
"[8, 488, 321, 496, 18, 423, 20, 260, 356, 45, 280, 360, 362, 11, 43, 241]",2,0
"[287, 364, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 2, 197, 53]",16,1
"[286, 43, 240, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 2, 197, 53]",5,2
"[287, 364, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 2, 198]",18,5
"[286, 43, 240, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 2, 198]",6,1
"[287, 364, 340, 344, 26, 331, 224, 208, 306, 303, 323, 195, 202]",5,1
"[286, 43, 240, 340, 344, 26, 331, 224, 208, 306, 303, 323, 195, 202]",2,0
"[285, 358, 370, 13, 252, 55, 49, 56, 408, 62]",251,89
"[285, 358, 370, 13, 252, 55, 49, 58]",114,45
"[284, 281, 357, 21, 424]",189,69
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 422]",9,4
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",91,28
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",33,11
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 422]",3,0
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 337, 73]",112,16
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 337, 73]",34,9
"[285, 358, 370, 13, 252, 55, 49, 57, 480, 253, 250, 36, 246, 244, 502, 399, 35, 302]",34,10
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 31, 35, 302]",15,4
"[285, 358, 370, 14, 493, 319, 16, 256, 36, 246, 244, 502, 399, 35, 302]",105,21
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 314, 302]",26,3
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 314, 302]",103,20
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 31, 35, 302]",32,5
"[284, 281, 357, 22, 383, 493, 319, 16, 256, 36, 246, 244, 502, 399, 35, 302]",11,1
"[287, 364, 340, 344, 26, 331, 223, 390, 477, 121]",43,23
"[286, 43, 240, 340, 344, 26, 331, 223, 390, 477, 121]",19,11
"[287, 364, 340, 344, 26, 331, 224, 208, 306, 304]",21,5
"[286, 43, 240, 340, 344, 26, 331, 224, 208, 306, 304]",3,1
"[285, 358, 370, 13, 252, 55, 50]",204,79
"[285, 358, 370, 13, 252, 55, 49, 57, 480, 253, 250, 40]",91,34
"[285, 358, 370, 14, 493, 319, 16, 256, 40]",225,82
"[284, 281, 357, 22, 383, 493, 319, 16, 256, 40]",60,28
"[285, 358, 370, 14, 493, 322]",64,23
"[284, 281, 357, 22, 383, 494, 64]",18,5
"[284, 281, 357, 22, 383, 493, 322]",12,2
"[285, 358, 370, 14, 494, 64]",60,21
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",12,3
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",116,43
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",5,2
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",38,15
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 94]",104,24
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 94]",35,7
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",70,20
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",27,5
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",19,4
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",109,22
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",32,8
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",16,5
"[286, 43, 240, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",5,0
"[287, 364, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",16,2
"[287, 364, 340, 344, 26, 331, 223, 390, 477, 122]",27,6
"[286, 43, 240, 340, 344, 26, 331, 223, 390, 477, 122]",9,3
"[287, 364, 340, 344, 26, 332]",35,12
"[286, 43, 240, 340, 344, 26, 332]",14,4
"[285, 358, 370, 13, 252, 55, 49, 57, 480, 253, 250, 37, 262, 235]",45,15
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 335]",9,2
"[285, 358, 370, 14, 493, 319, 16, 256, 37, 262, 235]",124,42
"[284, 281, 357, 22, 383, 493, 319, 16, 256, 37, 262, 235]",23,6
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 99, 142]",102,25
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 338]",122,38
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 99, 142]",32,9
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 338]",35,10
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 114, 116, 378, 182, 178]",15,8
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 337, 70, 318]",5,4
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 378, 182, 178]",37,16
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 337, 70, 318]",2,0
"[286, 43, 241]",36,14
"[350, 262, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",25,7
"[352, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",8,0
"[352, 38, 251, 255, 489, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",3,1
"[349, 248, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",5,1
"[350, 262, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",38,13
"[352, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",10,5
"[352, 38, 251, 255, 489, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",5,2
"[349, 248, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",6,2
"[350, 262, 233, 348, 472]",180,42
"[349, 248, 231, 233, 348, 472]",15,4
"[352, 38, 251, 254, 60, 348, 472]",59,9
"[352, 38, 251, 255, 489, 66, 492, 49, 58]",146,56
"[352, 39, 15, 321, 497]",246,58
"[352, 38, 251, 255, 488, 321, 497]",55,10
"[349, 248, 229, 334, 237, 469, 168, 467, 166]",189,54
"[350, 262, 233, 346, 378, 182, 175, 433, 180, 73]",176,77
"[352, 38, 251, 254, 60, 346, 378, 182, 175, 433, 180, 73]",58,26
"[349, 248, 231, 233, 346, 378, 182, 175, 433, 180, 73]",17,4
"[351, 246, 244, 502, 399, 35, 302]",36,10
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 31, 35, 302]",110,25
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 30, 314, 302]",173,40
"[350, 262, 233, 348, 470, 61, 375, 390, 477, 121]",96,31
"[349, 248, 231, 233, 348, 470, 61, 375, 390, 477, 121]",14,4
"[352, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 121]",29,5
"[352, 38, 251, 255, 491]",334,61
"[352, 39, 15, 320, 495, 12, 371, 44]",198,53
"[352, 39, 15, 321, 496, 18, 423, 20, 260, 356, 45, 282]",124,32
"[352, 38, 251, 255, 488, 321, 496, 18, 423, 20, 260, 356, 45, 282]",32,10
"[352, 38, 251, 255, 488, 320, 495, 12, 371, 44]",37,7
"[352, 39, 17]",211,85
"[349, 248, 229, 334, 237, 469, 168, 467, 165, 416, 156, 152]",326,92
"[350, 262, 233, 346, 378, 182, 175, 433, 180, 71, 401, 451, 104]",112,36
"[349, 248, 229, 334, 237, 469, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 449]",40,15
"[350, 262, 233, 348, 470, 61, 375, 389, 115, 405, 96, 76, 339, 94]",16,8
"[349, 248, 229, 334, 237, 469, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 449]",62,34
"[349, 248, 231, 233, 346, 378, 182, 175, 433, 180, 71, 401, 451, 104]",2,0
"[352, 38, 251, 254, 60, 346, 378, 182, 175, 433, 180, 71, 401, 451, 104]",34,18
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",117,39
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",23,9
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",19,7
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",170,60
"[350, 262, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",25,12
"[352, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",8,2
"[352, 38, 251, 255, 489, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",3,0
"[349, 248, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",5,2
"[350, 262, 233, 348, 470, 61, 375, 390, 477, 122]",38,7
"[349, 248, 231, 233, 348, 470, 61, 375, 390, 477, 122]",6,0
"[352, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 122]",10,4
"[352, 38, 251, 255, 489, 66, 492, 49, 56, 408, 61, 375, 390, 477, 122]",5,2
"[352, 38, 251, 255, 489, 66, 492, 49, 56, 409, 225, 224, 208, 307]",96,17
"[349, 248, 229, 335]",229,86
"[350, 262, 233, 346, 378, 182, 177]",346,160
"[352, 38, 251, 254, 60, 346, 378, 182, 177]",107,42
"[349, 248, 231, 233, 346, 378, 182, 177]",28,13
"[350, 262, 233, 346, 378, 182, 178]",54,14
"[352, 38, 251, 254, 60, 346, 378, 182, 178]",9,0
"[349, 248, 231, 233, 346, 378, 182, 178]",8,1
"[352, 39, 15, 320, 495, 12, 371, 43, 241]",73,17
"[352, 38, 251, 255, 488, 320, 495, 12, 371, 43, 241]",8,3
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",6,3
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 390, 477, 120, 123, 309, 124, 2, 197, 53]",3,0
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",20,6
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 390, 477, 120, 123, 309, 124, 2, 198]",4,1
"[367, 63, 66, 492, 49, 56, 408, 62]",126,45
"[367, 63, 66, 492, 49, 58]",71,13
"[366, 321, 497]",126,38
"[368, 256, 36, 246, 243, 248, 229, 334, 237, 469, 168, 467, 166]",111,29
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 337, 73]",104,25
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 389, 115, 405, 96, 75, 100, 337, 73]",1,0
"[367, 63, 65, 490, 254, 60, 346, 378, 182, 175, 433, 180, 73]",16,0
"[368, 256, 36, 246, 244, 502, 399, 35, 302]",176,70
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 390, 477, 121]",69,25
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 390, 477, 121]",2,0
"[367, 63, 67]",114,35
"[366, 320, 495, 12, 371, 44]",91,28
"[366, 321, 496, 18, 423, 20, 260, 356, 45, 282]",63,21
"[368, 256, 40]",196,80
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",17,12
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",100,27
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",4,4
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 94]",110,25
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 389, 115, 405, 96, 76, 339, 94]",4,1
"[368, 256, 36, 246, 244, 502, 399, 34, 30, 315, 277, 411, 268]",81,13
"[368, 256, 36, 246, 244, 502, 399, 34, 30, 315, 278, 4, 275, 272]",57,11
"[368, 256, 36, 246, 244, 502, 399, 34, 30, 315, 278, 3, 431, 518, 432, 23, 272]",16,1
"[368, 256, 36, 246, 244, 502, 399, 34, 30, 315, 278, 4, 273, 23, 272]",10,1
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",18,4
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",3,1
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 390, 477, 122]",18,5
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 390, 477, 122]",3,3
"[367, 63, 66, 492, 49, 56, 409, 225, 224, 208, 307]",28,7
"[366, 320, 495, 12, 371, 42, 10, 364, 340, 344, 26, 332]",3,1
"[368, 256, 37, 262, 235]",121,28
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 338]",15,5
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 99, 142]",10,3
"[367, 63, 65, 490, 254, 60, 346, 378, 182, 177]",164,52
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 337, 70, 318]",8,5
"[367, 63, 65, 490, 254, 60, 346, 378, 182, 178]",35,7
"[368, 256, 37, 262, 233, 346, 378, 182, 178]",3,1
"[366, 320, 495, 12, 371, 43, 241]",31,11
"[366, 321, 496, 18, 423, 20, 260, 356, 45, 280, 360, 362, 11, 43, 241]",5,1
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 428]",2,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 428]",2,0
"[146, 381, 154, 420, 417, 297, 455, 72, 336, 98, 95, 392, 406, 105, 428]",5,0
"[147, 158, 157, 144, 451, 102, 98, 95, 392, 406, 105, 428]",1,0
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",5,1
"[146, 381, 153, 157, 144, 451, 102, 98, 95, 392, 406, 105, 428]",2,0
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 126, 2, 198]",2,2
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 427, 137, 132]",3,1
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",10,3
"[146, 381, 153, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",2,1
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",14,4
"[147, 158, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",4,1
"[146, 381, 153, 157, 144, 451, 102, 98, 95, 392, 406, 105, 427, 137, 132]",1,1
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 377]",85,27
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 377]",79,21
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 233, 348, 471, 259]",37,7
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 348, 471, 259]",49,15
"[147, 158, 157, 144, 453, 160, 454, 69, 179, 312, 461, 174, 283, 379, 348, 471, 259]",20,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",66,12
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",7,2
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",78,30
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",8,1
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 348, 471, 258, 479, 486, 488, 321, 497]",2,1
"[146, 381, 154, 422]",98,39
"[147, 158, 155, 154, 422]",1,0
"[146, 381, 154, 420, 417, 298]",109,38
"[147, 158, 155, 154, 420, 417, 298]",2,0
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 30, 314, 302]",100,17
"[147, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 314, 302]",4,0
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 31, 35, 302]",77,12
"[147, 158, 155, 154, 421, 324, 329, 169, 468, 407, 31, 35, 302]",5,1
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 121]",5,4
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 121]",6,0
"[147, 158, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 373]",3,1
"[146, 381, 153, 157, 144, 451, 102, 99, 141, 117, 375, 390, 477, 121]",2,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 373]",31,6
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 373]",27,3
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 233, 347, 59, 68, 255, 491]",9,0
"[147, 158, 155, 154, 421, 324, 329, 167, 236, 231, 233, 348, 471, 258, 479, 487]",2,1
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 233, 348, 471, 258, 479, 487]",38,6
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 347, 59, 68, 255, 491]",19,2
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 348, 471, 258, 479, 487]",69,18
"[147, 158, 157, 144, 453, 160, 454, 69, 179, 312, 461, 174, 283, 379, 348, 471, 258, 479, 487]",26,6
"[147, 158, 157, 144, 453, 160, 454, 69, 179, 312, 461, 174, 283, 379, 347, 59, 68, 255, 491]",8,1
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 240, 341, 365]",29,8
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 239, 44]",54,19
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 240, 341, 365]",38,9
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 239, 44]",55,13
"[146, 381, 154, 421, 324, 329, 167, 236, 230, 261, 243, 249]",142,20
"[147, 158, 155, 154, 421, 324, 329, 167, 236, 230, 261, 242, 247]",6,1
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 234, 40]",84,17
"[146, 381, 154, 421, 324, 329, 167, 236, 230, 261, 242, 247]",65,11
"[147, 158, 155, 154, 421, 324, 329, 167, 236, 231, 234, 40]",10,2
"[147, 158, 155, 154, 421, 324, 329, 167, 236, 230, 261, 243, 249]",9,1
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 233, 347, 59, 68, 255, 488, 322]",3,0
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 322]",4,2
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 234, 39, 17]",73,31
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 347, 59, 68, 255, 488, 322]",20,2
"[146, 381, 154, 421, 324, 329, 167, 236, 230, 261, 242, 245, 39, 17]",9,7
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 348, 471, 258, 479, 486, 488, 322]",10,6
"[147, 158, 157, 144, 453, 160, 454, 69, 179, 312, 461, 174, 283, 379, 347, 59, 68, 255, 488, 322]",5,2
"[145, 151, 439, 438, 46, 415, 449]",66,14
"[145, 151, 440, 48, 438, 46, 415, 449]",55,18
"[147, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",1,0
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 268]",84,31
"[147, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 268]",3,0
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",9,1
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",62,16
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",14,5
"[147, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",3,1
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 395]",9,3
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 395]",9,0
"[147, 158, 157, 144, 451, 102, 98, 95, 395]",2,2
"[146, 381, 153, 157, 144, 451, 102, 98, 95, 395]",4,2
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 122]",3,2
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 122]",4,1
"[147, 158, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 374]",2,0
"[146, 381, 153, 157, 144, 451, 102, 99, 141, 117, 375, 390, 477, 122]",2,0
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 427, 137, 130, 127, 374]",2,0
"[146, 381, 153, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 86, 466, 130, 127, 374]",2,1
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 374]",5,1
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 374]",4,2
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 225, 224, 208, 307]",12,7
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 225, 224, 208, 307]",17,4
"[146, 381, 153, 157, 144, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",3,0
"[147, 158, 157, 144, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",4,1
"[147, 158, 157, 144, 453, 160, 454, 69, 179, 312, 461, 176]",55,15
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 176]",94,32
"[147, 158, 157, 144, 453, 160, 454, 74]",211,88
"[146, 381, 154, 420, 417, 299]",41,9
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 241]",10,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 241]",12,6
"[146, 381, 153, 157, 144, 451, 102, 99, 141, 117, 376, 226, 28, 241]",6,2
"[147, 158, 157, 144, 451, 102, 99, 141, 117, 376, 226, 28, 241]",3,0
"[291, 102, 98, 95, 392, 406, 105, 428]",14,1
"[291, 102, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",7,0
"[291, 102, 98, 95, 392, 406, 106, 140, 126, 2, 198]",1,0
"[291, 102, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 198]",5,1
"[291, 102, 98, 95, 392, 406, 105, 427, 137, 132]",2,1
"[291, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",16,1
"[291, 102, 99, 141, 117, 377]",154,25
"[291, 102, 99, 141, 116, 379, 348, 471, 259]",86,27
"[291, 102, 99, 141, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",112,26
"[291, 102, 99, 141, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",19,7
"[288, 402, 90, 91, 435, 381, 154, 422]",114,29
"[291, 102, 100, 337, 73]",8,4
"[291, 103, 453, 160, 454, 73]",83,40
"[288, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 30, 314, 302]",99,30
"[288, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 31, 35, 302]",72,24
"[291, 102, 99, 141, 117, 375, 390, 477, 121]",9,6
"[291, 102, 98, 95, 392, 406, 106, 140, 127, 373]",47,12
"[291, 102, 99, 141, 116, 379, 348, 471, 258, 479, 487]",125,65
"[291, 102, 99, 141, 116, 379, 347, 59, 68, 255, 491]",36,15
"[291, 102, 99, 141, 117, 376, 226, 28, 239, 44]",84,24
"[291, 102, 99, 141, 117, 376, 226, 28, 240, 341, 365]",55,13
"[291, 102, 99, 141, 116, 380, 333, 231, 234, 40]",72,25
